Id,modularity_class,user_id,user_name,Organization,Catergory_1,Catergory_2,Position,Gender,Race,Past Bio Details,user_description,White Hse?,Correspondent?,Video?,user_urls,Newsroom_1,Newsroom_2,shared past,TV contract?,Radio?,user_statuses_count,user_followers_count,user_friends_count,user_favourites_count,user_listed_count,user_verified,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,betweenesscentrality,clustering,eigencentrality,Authority,Hub,Notes
meredithdake,0,109979045,Mere Dake-O'Connor,CQ Roll Call,Capitol Hill publications,Radio_and_Television,Former Multimedia Editor,F,White,-,Former CQ Roll Call. Pretend techie. Freelance journo. MST3k lover. SciFi nerd. Talent-challenged musician. Expect typos. Walk towards the fire.,FALSE,FALSE,FALSE, ,NAN, ,N (CQ Roll Call),N, ,24291,10805,2255,1710,415,FALSE,11,42,53,128,172,300,0.357802,1334.665848,0.187057,0.021239,0.004247,0.026845,"No longer at CQ Roll Call. Unclear if she's a journalist still. Senate list says ""Meredith Dake."""
MKTWgoldstein,0,273540698,Steve Goldstein,MarketWatch,-,Senate_Press_Galleries,Washington Bureau Chief,M,White,-,I'm the Washington bureau chief for MarketWatch. Musings on econ/politics/regs. Likes to do silly polls. Email sgoldstein@marketwatch.com,FALSE,FALSE,FALSE,https://www.facebook.com/stevegoldsteinnews,MarketWatch, ,N,N, ,46940,10700,1460,8918,431,TRUE,20,40,60,186,211,397,0.347402,8766.562065,0.166162,0.047142,0.007883,0.021474,"Lists ""Confide account for anon communication"""
heatherscope,0,78694788,Heather Caygle,Politico,Digital,Senate_Periodical_Galleries,,F,White,-,@POLITICO reporter covering House Democrats with a side of southern sass. I like sugar in my grits and salt on my watermelon. Roll Tide ‚ù§Ô∏è,FALSE,FALSE,FALSE,http://www.heathercaygle.com,POLITICO, ,N,N, ,15634,10570,1644,7990,400,TRUE,92,93,185,383,457,840,0.381088,10954.92667,0.190956,0.337792,0.054721,0.064928,-
nancyscola,0,4607,Nancy Scola,Politico,Digital,Senate_Periodical_Galleries,Tech & Politics Reporter,F,White,-,Human person. @Politico reporter on tech and policy/politics/gov't. Via nscola@politico.com. RTs = Huh. (Illustration by Michael Hoeweler),FALSE,FALSE,FALSE,http://nancyscola.com,POLITICO, ,N,N, ,17272,10540,1617,1336,759,TRUE,19,18,37,43,24,67,0.321008,1522.32554,0.154839,0.018474,0.005906,0.0082,-
sam_baker,0,15780280,Sam Baker,Axios,Digital,Senate_Periodical_Galleries,,M,White,"""@mizzou alum""","Health care editor + some SCOTUS @axios, native Kentuckian, @mizzou alum, pedestrian. Subscribe to VITALS: https://t.co/hnzQr2rvjf",FALSE,FALSE,FALSE, ,AXIOS, ,N,Y, ,19795,10238,2390,5773,568,TRUE,71,80,151,201,184,385,0.377624,18365.17728,0.136567,0.183748,0.03493,0.042014,-
DavidNather,0,340997626,David Nather,Axios,Digital,Senate_Periodical_Galleries,,M,White,"""POLITICO, STAT, CQ alum.""",Managing editor at @axios. Also a proud dad. Sometimes I retweet things that are interesting and/or funny.,FALSE,FALSE,FALSE,http://www.axios.com,AXIOS, ,N,N, ,7044,10041,1178,3088,462,TRUE,25,29,54,76,178,254,0.34122,1019.150292,0.214866,0.06672,0.011761,0.020313,"Senate list says ""Politico."""
maryagnescarey,0,183351903,Mary Agnes Carey,Kaiser Health News,Digital,Senate_Press_Galleries,,F,White,"""Previously covered health for CQ""",Partnerships Editor and Senior Correspondent for Kaiser Health News. Previously covered health for CQ,FALSE,TRUE,FALSE,http://kaiserhealthnews.org,Kaiser Health News, ,N,N, ,11445,9983,694,37,436,FALSE,9,42,51,15,68,83,0.356122,2711.373126,0.172988,0.00736,0.003502,0.021687,-
dsupervilleap,0,122735017,darlene superville,Associated Press,Wire Services,Senate_Press_Galleries,,F,Black,-,White House reporter for The Associated Press,TRUE,FALSE,FALSE,http://www.ap.org,AP, , , , ,15123,9834,1193,423,556,TRUE,43,19,62,70,43,113,0.309562,4780.055641,0.141751,0.121606,0.020894,0.00782,-
alexcguillen,0,77920769,Alex Guill√©n,Politico,Digital,Senate_Periodical_Galleries,Energy Reporter,M,White,-,Energy reporter for @POLITICOPro on the EPA beat. Former author of @Morning_Energy. aguillen@politico.com | Signal 571.839.6243,FALSE,FALSE,FALSE,http://politi.co/1cNGRt1,POLITICO, ,N,N, ,8681,9558,1291,69,540,TRUE,29,40,69,79,70,149,0.35605,4231.166138,0.194192,0.037417,0.006537,0.020004,-
LauraLitvan,0,313545488,Laura Litvan,Bloomberg News,News Magazine,Senate_Press_Galleries,,F,White,-,I cover the U.S. Senate and politics for Bloomberg News in Washington. RTs = üëÄ not üëç.                     E-mail: llitvan@bloomberg.net,FALSE,FALSE,FALSE,http://www.bloomberg.com,Bloomberg, ,N,N, ,6211,9531,1299,1313,389,TRUE,77,45,122,231,99,330,0.36091,6284.191761,0.164302,0.211516,0.044205,0.027332,-
MatthewDalyWDC,0,31464192,Matthew Daly,Associated Press,Wire Services,Senate_Press_Galleries,Congressional Reporter,M,White,"""Ex-Chair, Standing Comm. of Correspondents. Ex-WH reporter. Amherst grad.""","AP Congressional reporter. Energy, environmt, politics. Oversight. Former WH reporter. Amherst grad, DC native. Politics junkie. Nats fan. RTs not endorsements.",FALSE,FALSE,FALSE, ,AP, , , , ,7873,9526,3969,162,651,TRUE,27,20,47,54,34,88,0.326901,1996.937511,0.190958,0.079656,0.014007,0.009257,-
BenLeubsdorf,0,28332786,Ben Leubsdorf,Wall Street Journal,Newspapers,Senate_Press_Galleries,Economy Reporter,M,White,"""@ConMonitorNews, @AP, @the_herald alum. DC native.""","I'm an economics reporter at @WSJ. @ConMonitorNews, @AP, @the_herald alum. DC native. Information omnivore. Let's talk: ben.leubsdorf@wsj.com",FALSE,FALSE,FALSE, ,WSJ, , , , ,21599,9508,672,46,510,TRUE,20,21,41,70,68,138,0.306087,4637.135866,0.175862,0.039486,0.006625,0.003746,-
ToluseO,0,168290603,Toluse Olorunnipa,Bloomberg News,News Magazine,Senate_Press_Galleries,White House Reporter,M,Black,-,White House reporter for Bloomberg News (@Business).,TRUE,FALSE,FALSE,http://Toluse.com,Bloomberg, ,N,N, ,9609,9353,1188,2024,469,TRUE,39,71,110,93,140,233,0.368299,4523.723291,0.184969,0.12413,0.019524,0.048742,-
pauldemko,0,16067683,Paul Demko,Politico,Digital,Senate_Periodical_Galleries,Healthcare Reporter,M,White,-,health care reporter w/ @politico @politicopro; Chairman Emeritus Bunky County,FALSE,FALSE,FALSE, ,POLITICO, ,N,N, ,13438,9346,1111,737,513,TRUE,38,54,92,127,118,245,0.359053,5943.00116,0.186033,0.061701,0.015084,0.02108,"Senate list says ""Crain Communications."""
laurameckler,0,21797658,Laura Meckler,Wall Street Journal,Newspapers,Senate_Press_Galleries,Immigration & Demographics ,F,White,-,Covering immigration and demographics for @WSJ. Email me at laura.meckler@wsj.com,FALSE,FALSE,FALSE,http://www.wsj.com,WSJ, , , , ,2895,9282,635,141,592,TRUE,13,9,22,27,21,48,0.281815,216.006664,0.225,0.026942,0.005149,0.001061,-
SuzGamboa,0,15919256,Suzanne Gamboa,NBC News,Television Network News and Public Affairs,Radio_and_Television,,F,Hispanic,-,"@NBCNews I am a senior writer covering Latinos and politics, news",FALSE,FALSE,FALSE,http://www.nbcnews.com,NBC, ,N,Y, ,10800,9273,4852,228,403,TRUE,6,1,7,9,3,12,0,0,0.333333,0.017678,0.003149,0,-
glubold,0,17162499,Gordon Lubold,Wall Street Journal,Newspapers,Senate_Press_Galleries,,M,White,-,Pentagon reporter for the Wall Street Journal. gordon.lubold@wsj.com Articles: https://t.co/6qFaYKiPK8,FALSE,FALSE,FALSE, ,WSJ, ,N,N, ,2797,9152,880,1315,445,TRUE,20,5,25,34,14,48,0.281225,179.154139,0.229437,0.044896,0.00714,0.002407,-
mgordonwsj,0,37895887,Michael R. Gordon,Wall Street Journal,Newspapers,Senate_Press_Galleries,,M,#N/A,#N/A,"Co-author The Endgame, Cobra II and The Generals' War. National security correspondent, The Wall Street Journal.",FALSE,TRUE,FALSE,http://michaelrgordon.com,WSJ, , , , ,792,9140,998,7,266,FALSE,3,4,7,7,7,14,0.271595,21.209757,0.35,0.004448,0.000332,0.002181,#N/A
NoamLevey,0,569244581,Noam Levey,Los Angeles Times,Newspapers,Senate_Press_Galleries,,M,White,-,"National healthcare reporter, Los Angeles Times Washington Bureau",FALSE,FALSE,FALSE, ,LA Times, , , , ,4563,9098,1055,218,504,TRUE,12,14,26,19,21,40,0.314471,358.60536,0.142105,0.017217,0.003727,0.004032,-
caitlinnowens,0,381664207,Caitlin Owens,Axios,Digital,Senate_Periodical_Galleries,,F,White,"""formerly National Journal & Morning Consult.""","Reporter at @axios, formerly National Journal & Morning Consult. Tar Heel, big fan of golden retrievers. caitlin at https://t.co/yTFLNXeDwu.",FALSE,FALSE,FALSE,http://axios.com,AXIOS, ,N,N, ,5928,8920,933,3472,354,TRUE,25,49,74,59,127,186,0.362033,1725.669548,0.239891,0.067414,0.010555,0.038606,-
leonardkl,0,52282776,Kimberly Leonard,Washington Examiner,News Magazine,Senate_Periodical_Galleries,,F,White,-,Senior health care policy reporter for @dcexaminer. Former @usnews. Views are mine. @AHCJ DC chapter co-chair.,FALSE,FALSE,FALSE,http://www.washingtonexaminer.com/author/kimberly-leonard,WEX, ,N,N, ,22956,8880,5816,7958,499,TRUE,36,44,80,89,117,206,0.355977,12873.14344,0.130303,0.053055,0.011379,0.010284,-
SarahKarlin,0,42703163,Sarah Karlin-Smith,Politico,Digital,Senate_Periodical_Galleries,"Pharma, Politics, & Policy Reporter",F,White,-,"Covering intersection of pharma, policy & politics @Politico. Inflexible Yogi, Volunteer Clown. Beating @amaxsmith in followers since 2015. SKarlin@politico.com",FALSE,FALSE,FALSE,http://www.politico.com/tipsheets/prescription-pulse,POLITICO, ,N,N, ,17014,8771,2051,2355,446,TRUE,39,57,96,193,242,435,0.363163,11322.60386,0.172739,0.043782,0.009262,0.022796,-
GregStohr,0,342226913,Greg Stohr,Bloomberg News,News Magazine,Senate_Press_Galleries,Supreme Court Reporter,M,White,-,"Supreme Court reporter for Bloomberg News. Baseball/softball dad. Irrational St. Louis Cardinals fan. Believer in facts, punctuation.",FALSE,FALSE,FALSE,http://www.bloomberg.com,Bloomberg, ,N,N, ,2856,8770,332,638,398,TRUE,53,23,76,156,54,210,0.328687,6757.848637,0.143625,0.137884,0.021695,0.009035,-
CraigCaplan,0,317980134,Craig Caplan,C–SPAN,Television Network News and Public Affairs,Radio_and_Television,,M,White,"Also: ""2017 @rtcacaphill Chairman.""",#FlyEaglesFly! @CSPAN Capitol Hill Producer. Former @rtcacaphill Chair. Philly fan since birth. @AmericanU alum.,FALSE,FALSE,FALSE,http://www.c-span.org,CSPAN, , , , ,38081,8597,2182,4711,416,TRUE,154,66,220,998,591,1589,0.370488,32901.89384,0.106487,0.349017,0.067507,0.031347,-
philgalewitz,0,15936246,Phil Galewitz,Kaiser Health News,Digital,Senate_Press_Galleries,Senior Correspondent,M,White,Concurrent: Craft Beer Reporter for Ale Street News,"@KHNews senior correspondent, runner, and craft beer journalist for @AleStreetNews constantly searching for next fun (and free) event.",FALSE,TRUE,FALSE,http://kaiserhealthnews.org,Kaiser Health News, ,N,N, ,7333,8226,1237,673,447,FALSE,12,11,23,22,13,35,0.317909,1143.374314,0.131579,0.0061,0.001817,0.00303,-
kristinapet,0,189129306,Kristina L. Peterson,Wall Street Journal,Newspapers,Senate_Press_Galleries,Congressional Reporter,F,White,-,Congressional reporter for the Wall Street Journal. Orioles AND Nats fan. Unabashed swim-a-holic.,FALSE,FALSE,FALSE,http://www.wsj.com,WSJ, , , , ,5409,8003,1326,1982,362,TRUE,55,37,92,113,137,250,0.345271,6642.798706,0.212489,0.196852,0.026937,0.022249,-
IanTalley,0,85423396,Ian Talley,Wall Street Journal,Newspapers,Senate_Press_Galleries,Intenational Finance Reportert,M,White,-,WSJ Illicit finance reporter,FALSE,FALSE,FALSE,https://www.wsj.com/news/author/7368,WSJ, , , , ,9111,7880,911,96,502,TRUE,7,15,22,125,144,269,0.293672,659.141607,0.176471,0.016412,0.000927,0.004563,-
NolanDMcCaskill,0,3044840091,Nolan D. McCaskill,Politico,Digital,Senate_Periodical_Galleries,,M,Black,"""Former: @newsobserver, @ocalastyle""","Congressional reporter, author of @politico‚Äôs Huddle newsletter | nmccaskill@politico.com | #FAMU | #NABJ | Paul Miller fellow | DMs open",FALSE,FALSE,FALSE,http://politi.co/2Eh3RkF,POLITICO, ,N,N, ,10030,7827,1990,604,282,TRUE,27,36,63,44,58,102,0.352668,1164.65596,0.27551,0.099939,0.017488,0.028224,-
BumillerNYT,0,147666113,Elisabeth Bumiller,New York Times,Newspapers,Senate_Press_Galleries,,F,White,"""Former Pentagon and White House Reporter""",http://nytimes.com,FALSE,FALSE,FALSE,"New York Times Washington Bureau Chief, former Pentagon and White House reporter, author",NYT, , , , ,254,7748,367,27,392,FALSE,2,0,2,2,0,2,0,0,0.5,0.003681,0.001029,0,-
PeterWSJ,0,485018010,Peter Nicholas,Wall Street Journal,Newspapers,Senate_Press_Galleries,Staff Writer,M,White,-,White House reporter for Wall Street Journal. Plays 1... c6 in reply to 1 e4.,TRUE,FALSE,FALSE, ,WSJ, , , , ,6572,7661,60,2619,408,FALSE,30,8,38,61,16,77,0.296014,254.616635,0.216129,0.09403,0.010056,0.003783,-
etuckerAP,0,145313067,Eric Tucker,Associated Press,Wire Services,Senate_Press_Galleries,,M,White,-,I cover the Justice Department for The Associated Press. etucker@ap.org.,FALSE,FALSE,FALSE, ,AP, , , , ,9218,7565,2159,802,285,FALSE,56,35,91,159,90,249,0.338572,9122.585286,0.147911,0.136059,0.022085,0.014472,-
marissaaevans,0,47758416,Marissa,Texas Tribune,Digital,Senate_Press_Galleries,,F,Black,-,Boom shakalaking on health/human services policy @TexasTribune. Cardigan aficionado. Web developer. Globetrotter. Baker. Always got her hands the highest.,FALSE,FALSE,FALSE,http://www.marissaevans.com,Texas Tribune, , , , ,50820,7495,4586,19825,344,TRUE,4,15,19,84,96,180,0.320772,100.861305,0.150735,0.005834,0.000961,0.006895,"Senate list says ""CQ Roll Call"""
KateDavidson,0,18991439,Kate Davidson,Wall Street Journal,Newspapers,Senate_Press_Galleries,,F,White,"""Frmr @politico @AmerBanker @ConMonitorNews.""",I cover Treasury & economic policy for @WSJ. Formerly @politico @AmerBanker @ConMonitorNews. Not to be confused w/ @Kate_Davidson.,FALSE,FALSE,FALSE,http://www.wsj.com/news/economy,WSJ, , , , ,10435,7448,1164,5962,368,TRUE,12,21,33,22,31,53,0.323988,1160.616727,0.195,0.016162,0.002063,0.007319,-
DelWilber,0,20114089,Del Quentin Wilber,Los Angeles Times,Newspapers,Senate_Press_Galleries,Justice Department Reporter,M,White,-,https://t.co/C07NERlWOj. https://t.co/V9cRbVMRqm WSJ scribe. del.wilber@wsj.com,FALSE,FALSE,FALSE,http://us.macmillan.com/books/9788598822,LA Times, , , , ,27806,7416,2176,1594,238,TRUE,67,118,185,201,374,575,0.386918,25566.4506,0.129905,0.203979,0.029558,0.064761,"Senate list says ""Bloomberg News."""
EricaMartinson,0,179546580,Erica Martinson,Alaska Dispatch News,Newspapers,Senate_Periodical_Galleries,,F,White,"""Politico, NYU J-school alum.""","Washington, DC correspondent for the Anchorage Daily News // Politico, NYU J-school alum // emartinson@adn.com",FALSE,TRUE,FALSE,http://adn.com,AnchorageDN, ,N,N, ,9524,7388,1184,4943,406,TRUE,6,30,36,19,57,76,0.347471,1780.470047,0.262069,0.01149,0.002081,0.016863,"Senate list says ""Politico."""
LisaMascaro,0,114887629,Lisa Mascaro,Associated Press,Wire Services,Senate_Press_Galleries,,F,White,-,"AP Chief Congressional Correspondent Washington, D.C. lmascaro@ap.org",FALSE,TRUE,FALSE,http://apnews.com,AP, , , , ,16073,7329,1593,996,454,TRUE,65,33,98,131,92,223,0.34209,3996.90391,0.188799,0.230856,0.036309,0.02033,-
skinnerliz,0,231454384,Liz Skinner,Crain Communications,-,Senate_Periodical_Galleries,"Reporter, InvestmentNews",F,White,-,"Editor at Investment News focused on special projects like diversity, innovation and investment specialties.",FALSE,FALSE,FALSE,http://InvestmentNews.com,InvestmentNews, , , , ,6998,7190,671,1643,281,TRUE,1,1,2,5,4,9,0.237965,0,0,0.000194,0.000017,0.000002,-
Sam1Fleming,0,125943165,Sam Fleming (FT),Financial Times,-,Senate_Press_Galleries,,M,White,-,US Economics Editor at the FT. All views are my own.,FALSE,FALSE,FALSE, ,FT, ,N,N, ,4376,7150,403,35,337,FALSE,5,7,12,8,12,20,0.315153,265.454947,0.244444,0.009438,0.001627,0.002495,-
alisonannyoung,0,25924156,Alison Young,USA Today,Newspapers,Senate_Press_Galleries,Investigative Reporter,F,White,-,"Reporter on USA TODAY's investigative team, writing about health, environment + consumer issues. ayoung@usatoday.com Snailmail:130 S. Meridian, Indpls, IN 46225",FALSE,FALSE,FALSE,http://biolabs.usatoday.com,UST, , , , ,12446,7005,3732,3161,354,TRUE,13,3,16,13,3,16,0.270879,1752.910248,0.1,0.011392,0.005138,0.00028,"""Snailmail:130 S. Meridian, Indpls, IN 46225"""
DonnaYoungDC,0,593813785,Donna Young,S&P Global Market Intelligence,-,Senate_Press_Galleries,Senior Reporter,F,White,-,"All things Washington for pharma/biotech, health care & science news - 'The pharma diviner' - Senior Reporter, S&P Global News",FALSE,FALSE,FALSE,http://marketintelligence.spglobal.com/our-thinking/news.html,S&P Global, ,N,N, ,70271,6835,1900,8349,470,FALSE,15,181,196,1353,2036,3389,0.420178,5768.06268,0.141682,0.009058,0.003114,0.10786,"Senate list says ""Scrip."""
APBenNuckols,0,67325576,Ben Nuckols,Associated Press,Wire Services,Senate_Press_Galleries,,M,White,-,"Father of two boys, DC-based writer-editor @AP_Sports, covering sports and government. Interests include golf and competitive spelling.",FALSE,FALSE,FALSE,https://apnews.com/tag/apf-sports,AP, , , , ,7670,6828,1969,912,239,TRUE,5,4,9,5,4,9,0.277248,261.48943,0.142857,0.012987,0.001558,0.001366,-
HowardMortman,0,13262862,Howard Mortman,C–SPAN,Television Network News and Public Affairs,Radio_and_Television,Communications Director,M,White,-,ExtremeMortman = classically trained comedy detective. Artisanal humour. C-SPLAINING = Let me C-SPAN that for you. Retweeted by @GarryShandling before he died,FALSE,FALSE,FALSE, ,CSPAN, , , , ,43614,6826,5220,8828,277,FALSE,118,93,211,334,237,571,0.395602,61280.43193,0.109015,0.309453,0.055369,0.042951,-
LauraSullivaNPR,0,19727255,Laura Sullivan,National Public Radio,Television Network News and Public Affairs,Radio_and_Television,Correspondent,F,White,"""@NPR Investigative Correspondent and correspondent for @frontlinepbs""",@NPR Investigative Correspondent and correspondent for @frontlinepbs,FALSE,TRUE,FALSE,http://www.npr.org/templates/story/story.php?storyId=4624985,NPR,PBS,N,Y, ,1038,6796,508,373,298,TRUE,1,0,1,4,0,4,0,0,0,0.000164,0.000013,0,"""Sullivan is one of NPR's most decorated journalists"" according to NPR's website"
PaulPage,0,19693661,Paul Page,Wall Street Journal,Newspapers,Senate_Press_Galleries,,M,White,-,"Covering logistics and supply chain for The Wall Street Journal | Deputy Editor, WSJ Logistics Report",FALSE,FALSE,FALSE,http://www.wsj.com/news/logistics-report,WSJ, , , , ,30906,6723,571,10472,308,TRUE,14,30,44,37,58,95,0.352098,1901.447115,0.151587,0.018746,0.004213,0.0128,-
BennettJohnT,0,45828171,John T. Bennett,CQ Roll Call,Capitol Hill publications,Senate_Periodical_Galleries,,M,White,-,White House Correspondent for Roll Call. App State & Johns Hopkins grad. Opinions are my own. Tips: johnbennett@cqrollcall.com,TRUE,TRUE,FALSE,http://www.rollcall.com,CQ, , , , ,26479,6721,961,3382,364,TRUE,52,50,102,168,202,370,0.366905,10352.22987,0.166951,0.132675,0.024644,0.029155,"Senate list says ""Sightline Media Group."""
sarahnferris,0,191469176,Sarah Ferris,Politico,Digital,Senate_Periodical_Galleries,,F,White,"""Formerly @thehill.""","Reporter for @Politico, covering budget + appropriations. Dairy farmer's daughter & New England ice cream snob.",FALSE,FALSE,FALSE,http://www.thehill.com,POLITICO, ,N,N, ,8722,6658,1384,3098,342,TRUE,85,55,140,266,160,426,0.365522,11677.6804,0.171848,0.223053,0.042979,0.030166,"Senate list says ""The Hill."""
JamesVGrimaldi,0,17178161,JamesVGrimaldi,Wall Street Journal,Newspapers,Senate_Press_Galleries,Investigative Reporter,M,White,-,"James Grimaldi is a Pulitzer-winning journalist from Kansas City, Mo., living in Washington D.C., working for The Wall Street Journal.",FALSE,FALSE,FALSE,https://www.wsj.com/news/author/8279,WSJ, , , , ,8528,6641,1157,1069,294,TRUE,28,19,47,57,29,86,0.313061,1609.995752,0.190958,0.071474,0.015038,0.005397,-
